"PATHWAY_ID","PATHWAY_NAME","CATEGORY_NAME"
"bioplanet_741","PIP biosynthesis at the Golgi membrane","Metabolism:Biosynthesis"
"bioplanet_742","PIP biosynthesis at the early endosome membrane","Genetic disease"
"bioplanet_742","PIP biosynthesis at the early endosome membrane","Lipid metabolism"
"bioplanet_742","PIP biosynthesis at the early endosome membrane","Metabolism:Biosynthesis"
"bioplanet_743","PIP biosynthesis at the late endosome membrane","Circulatory system"
"bioplanet_743","PIP biosynthesis at the late endosome membrane","Genetic disease"
"bioplanet_743","PIP biosynthesis at the late endosome membrane","Lipid metabolism"
"bioplanet_743","PIP biosynthesis at the late endosome membrane","Metabolism:Biosynthesis"
"bioplanet_744","PIP biosynthesis at the plasma membrane","G-protein coupled receptor"
"bioplanet_744","PIP biosynthesis at the plasma membrane","Immune system"
"bioplanet_744","PIP biosynthesis at the plasma membrane","Lipid metabolism"
"bioplanet_744","PIP biosynthesis at the plasma membrane","Metabolism:Biosynthesis"
"bioplanet_745","UDP-N-acetyl-glucosamine biosynthesis","Carbohydrate metabolism"
"bioplanet_745","UDP-N-acetyl-glucosamine biosynthesis","Metabolism:Biosynthesis"
"bioplanet_746","Bile acid and bile salt biosynthesis via 24-hydroxycholesterol","Digestive system"
"bioplanet_746","Bile acid and bile salt biosynthesis via 24-hydroxycholesterol","Endocrine and metabolic disease"
"bioplanet_746","Bile acid and bile salt biosynthesis via 24-hydroxycholesterol","Lipid metabolism"
"bioplanet_746","Bile acid and bile salt biosynthesis via 24-hydroxycholesterol","Metabolism:Biosynthesis"
"bioplanet_746","Bile acid and bile salt biosynthesis via 24-hydroxycholesterol","Small molecule metabolism"
"bioplanet_746","Bile acid and bile salt biosynthesis via 24-hydroxycholesterol","Xenobiotic metabolism"
"bioplanet_747","Bile acid and bile salt biosynthesis via 27-hydroxycholesterol","Digestive system"
"bioplanet_747","Bile acid and bile salt biosynthesis via 27-hydroxycholesterol","Endocrine and metabolic disease"
"bioplanet_747","Bile acid and bile salt biosynthesis via 27-hydroxycholesterol","Lipid metabolism"
"bioplanet_747","Bile acid and bile salt biosynthesis via 27-hydroxycholesterol","Metabolism:Biosynthesis"
"bioplanet_747","Bile acid and bile salt biosynthesis via 27-hydroxycholesterol","Small molecule metabolism"
"bioplanet_748","Bile acid and bile salt biosynthesis via 7-alpha-hydroxycholesterol","Digestive system"
"bioplanet_748","Bile acid and bile salt biosynthesis via 7-alpha-hydroxycholesterol","Endocrine and metabolic disease"
"bioplanet_748","Bile acid and bile salt biosynthesis via 7-alpha-hydroxycholesterol","Lipid metabolism"
"bioplanet_748","Bile acid and bile salt biosynthesis via 7-alpha-hydroxycholesterol","Metabolism:Biosynthesis"
"bioplanet_748","Bile acid and bile salt biosynthesis via 7-alpha-hydroxycholesterol","Small molecule metabolism"
"bioplanet_749","Dolichyl-phosphate mannose biosynthesis","Carbohydrate metabolism"
"bioplanet_749","Dolichyl-phosphate mannose biosynthesis","Genetic disease"
"bioplanet_749","Dolichyl-phosphate mannose biosynthesis","Metabolism:Biosynthesis"
"bioplanet_749","Dolichyl-phosphate mannose biosynthesis","Small molecule metabolism"
"bioplanet_75","MAL role in Rho-mediated activation of SRF","Cancer"
"bioplanet_75","MAL role in Rho-mediated activation of SRF","CellSignaling"
"bioplanet_75","MAL role in Rho-mediated activation of SRF","Nervous system"
"bioplanet_750","Glycosylphosphatidylinositol (GPI) biosynthesis","Cardiovascular disease"
"bioplanet_750","Glycosylphosphatidylinositol (GPI) biosynthesis","Endocrine and metabolic disease"
"bioplanet_750","Glycosylphosphatidylinositol (GPI) biosynthesis","Metabolism:Biosynthesis"
"bioplanet_751","N-glycan precursor substrate biosynthesis","Carbohydrate metabolism"
"bioplanet_751","N-glycan precursor substrate biosynthesis","Genetic disease"
"bioplanet_751","N-glycan precursor substrate biosynthesis","Metabolism:Biosynthesis"
"bioplanet_751","N-glycan precursor substrate biosynthesis","Protein modification"
"bioplanet_752","Ghrelin biosynthesis, secretion, and deacylation","Endocrine and metabolic disease"
"bioplanet_752","Ghrelin biosynthesis, secretion, and deacylation","Endocrine system"
"bioplanet_752","Ghrelin biosynthesis, secretion, and deacylation","Metabolism:Biosynthesis"
"bioplanet_752","Ghrelin biosynthesis, secretion, and deacylation","Protein modification"
"bioplanet_753","Glucose-dependent insulinotropic polypeptide (GIP) biosynthesis, secretion, and inactivation","Endocrine system"
"bioplanet_753","Glucose-dependent insulinotropic polypeptide (GIP) biosynthesis, secretion, and inactivation","Metabolism:Biosynthesis"
"bioplanet_753","Glucose-dependent insulinotropic polypeptide (GIP) biosynthesis, secretion, and inactivation","Nervous system"
"bioplanet_753","Glucose-dependent insulinotropic polypeptide (GIP) biosynthesis, secretion, and inactivation","Transport"
"bioplanet_754","Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","Endocrine and metabolic disease"
"bioplanet_754","Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","Genetic disease"
"bioplanet_754","Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","Metabolism:Biosynthesis"
"bioplanet_754","Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","Protein modification"
"bioplanet_755","GABA biosynthesis, release, reuptake and degradation","Metabolism:Biosynthesis"
"bioplanet_755","GABA biosynthesis, release, reuptake and degradation","Nervous system"
"bioplanet_755","GABA biosynthesis, release, reuptake and degradation","Neurological disease"
"bioplanet_755","GABA biosynthesis, release, reuptake and degradation","Small molecule metabolism"
"bioplanet_756","Insulin biosynthesis and processing","Carbohydrate metabolism"
"bioplanet_756","Insulin biosynthesis and processing","Endocrine system"
"bioplanet_756","Insulin biosynthesis and processing","Metabolism:Biosynthesis"
"bioplanet_756","Insulin biosynthesis and processing","Protein folding, sorting and degradation"
"bioplanet_756","Insulin biosynthesis and processing","Protein modification"
"bioplanet_757","Heme biosynthesis","Endocrine and metabolic disease"
"bioplanet_757","Heme biosynthesis","Genetic disease"
"bioplanet_757","Heme biosynthesis","Metabolism:Biosynthesis"
"bioplanet_757","Heme biosynthesis","Small molecule metabolism"
"bioplanet_757","Heme biosynthesis","Vitamin and cofactor metabolism"
"bioplanet_758","Glycogen biosynthesis","Carbohydrate metabolism"
"bioplanet_758","Glycogen biosynthesis","Endocrine and metabolic disease"
"bioplanet_758","Glycogen biosynthesis","Endocrine system"
"bioplanet_758","Glycogen biosynthesis","Energy metabolism"
"bioplanet_758","Glycogen biosynthesis","Metabolism:Biosynthesis"
"bioplanet_758","Glycogen biosynthesis","Small molecule metabolism"
"bioplanet_76","Attenuation of GPCR signaling","Cell death"
"bioplanet_76","Attenuation of GPCR signaling","CellSignaling"
"bioplanet_76","Attenuation of GPCR signaling","Endocrine and metabolic disease"
"bioplanet_76","Attenuation of GPCR signaling","G-protein coupled receptor"
"bioplanet_76","Attenuation of GPCR signaling","Nervous system"
"bioplanet_76","Attenuation of GPCR signaling","Transport"
"bioplanet_760","Incretin biosynthesis, secretion, and inactivation","Carbohydrate metabolism"
"bioplanet_760","Incretin biosynthesis, secretion, and inactivation","Circulatory system"
"bioplanet_760","Incretin biosynthesis, secretion, and inactivation","Endocrine and metabolic disease"
"bioplanet_760","Incretin biosynthesis, secretion, and inactivation","Endocrine system"
"bioplanet_760","Incretin biosynthesis, secretion, and inactivation","Metabolism:Biosynthesis"
"bioplanet_760","Incretin biosynthesis, secretion, and inactivation","Small molecule metabolism"
"bioplanet_760","Incretin biosynthesis, secretion, and inactivation","Transport"
"bioplanet_761","Serine biosynthesis","Genetic disease"
"bioplanet_761","Serine biosynthesis","Metabolism:Biosynthesis"
"bioplanet_761","Serine biosynthesis","Nervous system"
"bioplanet_762","Carnitine biosynthesis","Metabolism:Biosynthesis"
"bioplanet_762","Carnitine biosynthesis","Small molecule metabolism"
"bioplanet_763","Heparan sulfate/heparin glycosaminoglycan (HS-GAG) biosynthesis","Carbohydrate metabolism"
"bioplanet_763","Heparan sulfate/heparin glycosaminoglycan (HS-GAG) biosynthesis","Circulatory system"
"bioplanet_763","Heparan sulfate/heparin glycosaminoglycan (HS-GAG) biosynthesis","Genetic disease"
"bioplanet_763","Heparan sulfate/heparin glycosaminoglycan (HS-GAG) biosynthesis","Metabolism:Biosynthesis"
"bioplanet_763","Heparan sulfate/heparin glycosaminoglycan (HS-GAG) biosynthesis","Small molecule metabolism"
"bioplanet_764","Vitamin D biosynthesis","Circulatory system"
"bioplanet_764","Vitamin D biosynthesis","Metabolism:Biosynthesis"
"bioplanet_764","Vitamin D biosynthesis","Musculoskeletal system"
"bioplanet_764","Vitamin D biosynthesis","Small molecule metabolism"
"bioplanet_764","Vitamin D biosynthesis","Vitamin and cofactor metabolism"
"bioplanet_765","Amino acid biosynthesis and interconversion (transamination)","Endocrine and metabolic disease"
"bioplanet_765","Amino acid biosynthesis and interconversion (transamination)","Energy metabolism"
"bioplanet_765","Amino acid biosynthesis and interconversion (transamination)","Genetic disease"
"bioplanet_765","Amino acid biosynthesis and interconversion (transamination)","Metabolism:Biosynthesis"
"bioplanet_765","Amino acid biosynthesis and interconversion (transamination)","Small molecule metabolism"
"bioplanet_766","Lagging strand processive biosynthesis","Cell division"
"bioplanet_766","Lagging strand processive biosynthesis","DNA repair"
"bioplanet_766","Lagging strand processive biosynthesis","DNA replication"
"bioplanet_766","Lagging strand processive biosynthesis","Metabolism:Biosynthesis"
"bioplanet_766","Lagging strand processive biosynthesis","Nucleic acid metabolism"
"bioplanet_767","Eicosanoid biosynthesis","Cardiovascular disease"
"bioplanet_767","Eicosanoid biosynthesis","Immune disease"
"bioplanet_767","Eicosanoid biosynthesis","Lipid metabolism"
"bioplanet_767","Eicosanoid biosynthesis","Metabolism:Biosynthesis"
"bioplanet_767","Eicosanoid biosynthesis","Small molecule metabolism"
"bioplanet_768","Androgen biosynthesis","Cancer"
"bioplanet_768","Androgen biosynthesis","Endocrine and metabolic disease"
"bioplanet_768","Androgen biosynthesis","Endocrine system"
"bioplanet_768","Androgen biosynthesis","Metabolism:Biosynthesis"
"bioplanet_768","Androgen biosynthesis","Reproduction"
"bioplanet_768","Androgen biosynthesis","Small molecule metabolism"
"bioplanet_769","Collagen biosynthesis and modifying enzymes","Circulatory system"
"bioplanet_769","Collagen biosynthesis and modifying enzymes","Metabolism:Biosynthesis"
"bioplanet_769","Collagen biosynthesis and modifying enzymes","Musculoskeletal system"
"bioplanet_769","Collagen biosynthesis and modifying enzymes","Physical disorder"
"bioplanet_769","Collagen biosynthesis and modifying enzymes","Stress response"
"bioplanet_77","Stress fiber formation mediated by Rho-selective guanine exchange factor AKAP13","Cardiovascular disease"
