"PATHWAY_ID","PATHWAY_NAME","CATEGORY_NAME"
"bioplanet_124","TPO signaling pathway","CellSignaling"
"bioplanet_124","TPO signaling pathway","Circulatory system"
"bioplanet_124","TPO signaling pathway","CytokinesChemokines"
"bioplanet_1240","FGFR3b ligand binding and activation","Cardiovascular disease"
"bioplanet_1240","FGFR3b ligand binding and activation","Cell division"
"bioplanet_1240","FGFR3b ligand binding and activation","Physical disorder"
"bioplanet_1240","FGFR3b ligand binding and activation","Signal transduction"
"bioplanet_1241","FGFR4 ligand binding and activation","Cancer"
"bioplanet_1241","FGFR4 ligand binding and activation","Cardiovascular disease"
"bioplanet_1241","FGFR4 ligand binding and activation","Circulatory system"
"bioplanet_1241","FGFR4 ligand binding and activation","Immune system"
"bioplanet_1241","FGFR4 ligand binding and activation","Signal transduction"
"bioplanet_1242","FRS2-mediated cascade","Cancer"
"bioplanet_1242","FRS2-mediated cascade","Cell proliferation"
"bioplanet_1242","FRS2-mediated cascade","Genetic disease"
"bioplanet_1242","FRS2-mediated cascade","Infectious disease"
"bioplanet_1242","FRS2-mediated cascade","Musculoskeletal system"
"bioplanet_1242","FRS2-mediated cascade","Physical disorder"
"bioplanet_1242","FRS2-mediated cascade","Reproduction"
"bioplanet_1242","FRS2-mediated cascade","Signal transduction"
"bioplanet_1243","Formyl peptide interaction with formyl peptide receptors","Cell motility"
"bioplanet_1243","Formyl peptide interaction with formyl peptide receptors","Endocrine and metabolic disease"
"bioplanet_1243","Formyl peptide interaction with formyl peptide receptors","G-protein coupled receptor"
"bioplanet_1243","Formyl peptide interaction with formyl peptide receptors","Signal transduction"
"bioplanet_1244","Free fatty acid G-protein coupled receptors","Cardiovascular disease"
"bioplanet_1244","Free fatty acid G-protein coupled receptors","G-protein coupled receptor"
"bioplanet_1244","Free fatty acid G-protein coupled receptors","Lipid metabolism"
"bioplanet_1244","Free fatty acid G-protein coupled receptors","Signal transduction"
"bioplanet_1245","FRS2-mediated activation","Cancer"
"bioplanet_1245","FRS2-mediated activation","Cell differentiation"
"bioplanet_1245","FRS2-mediated activation","Signal transduction"
"bioplanet_1246","G-protein-mediated events","Infectious disease"
"bioplanet_1246","G-protein-mediated events","Nervous system"
"bioplanet_1246","G-protein-mediated events","Neurological disease"
"bioplanet_1246","G-protein-mediated events","Signal transduction"
"bioplanet_1246","G-protein-mediated events","Transport"
"bioplanet_1247","GPCR ligand binding","Cardiovascular disease"
"bioplanet_1247","GPCR ligand binding","Circulatory system"
"bioplanet_1247","GPCR ligand binding","G-protein coupled receptor"
"bioplanet_1247","GPCR ligand binding","Immune system"
"bioplanet_1247","GPCR ligand binding","Nervous system"
"bioplanet_1247","GPCR ligand binding","Neurological disease"
"bioplanet_1247","GPCR ligand binding","Signal transduction"
"bioplanet_1248","Glucagon-type ligand receptors","Cancer"
"bioplanet_1248","Glucagon-type ligand receptors","Cardiovascular disease"
"bioplanet_1248","Glucagon-type ligand receptors","Digestive system"
"bioplanet_1248","Glucagon-type ligand receptors","Endocrine and metabolic disease"
"bioplanet_1248","Glucagon-type ligand receptors","Signal transduction"
"bioplanet_1248","Glucagon-type ligand receptors","Small molecule metabolism"
"bioplanet_1249","Hormone ligand-binding G-protein coupled receptors","Endocrine and metabolic disease"
"bioplanet_1249","Hormone ligand-binding G-protein coupled receptors","Endocrine system"
"bioplanet_1249","Hormone ligand-binding G-protein coupled receptors","G-protein coupled receptor"
"bioplanet_1249","Hormone ligand-binding G-protein coupled receptors","Signal transduction"
"bioplanet_1249","Hormone ligand-binding G-protein coupled receptors","Stress response"
"bioplanet_125","CARM1 transcriptional regulation by protein methylation","Cancer"
"bioplanet_125","CARM1 transcriptional regulation by protein methylation","Cell death"
"bioplanet_125","CARM1 transcriptional regulation by protein methylation","CellSignaling"
"bioplanet_125","CARM1 transcriptional regulation by protein methylation","CytokinesChemokines"
"bioplanet_125","CARM1 transcriptional regulation by protein methylation","Endocrine system"
"bioplanet_125","CARM1 transcriptional regulation by protein methylation","Immune system"
"bioplanet_125","CARM1 transcriptional regulation by protein methylation","Protein modification"
"bioplanet_125","CARM1 transcriptional regulation by protein methylation","Transcriptional regulation"
"bioplanet_125","CARM1 transcriptional regulation by protein methylation","Transport"
"bioplanet_125","CARM1 transcriptional regulation by protein methylation","expression"
"bioplanet_1250","Insulin receptor substrate (IRS) activation","Carbohydrate metabolism"
"bioplanet_1250","Insulin receptor substrate (IRS) activation","Endocrine and metabolic disease"
"bioplanet_1250","Insulin receptor substrate (IRS) activation","Endocrine system"
"bioplanet_1250","Insulin receptor substrate (IRS) activation","Signal transduction"
"bioplanet_1250","Insulin receptor substrate (IRS) activation","Small molecule metabolism"
"bioplanet_1250","Insulin receptor substrate (IRS) activation","Transport"
"bioplanet_1251","Klotho-mediated ligand binding","Cancer"
"bioplanet_1251","Klotho-mediated ligand binding","Immune system"
"bioplanet_1251","Klotho-mediated ligand binding","Signal transduction"
"bioplanet_1252","Leukotriene receptors","Cell motility"
"bioplanet_1252","Leukotriene receptors","G-protein coupled receptor"
"bioplanet_1252","Leukotriene receptors","Infectious disease"
"bioplanet_1252","Leukotriene receptors","Nervous system"
"bioplanet_1252","Leukotriene receptors","Neurological disease"
"bioplanet_1252","Leukotriene receptors","Signal transduction"
"bioplanet_1253","Lysosphingolipid and lysophosphatidic acid (LPA) G-protein coupled receptors","Cell proliferation"
"bioplanet_1253","Lysosphingolipid and lysophosphatidic acid (LPA) G-protein coupled receptors","Endocrine and metabolic disease"
"bioplanet_1253","Lysosphingolipid and lysophosphatidic acid (LPA) G-protein coupled receptors","G-protein coupled receptor"
"bioplanet_1253","Lysosphingolipid and lysophosphatidic acid (LPA) G-protein coupled receptors","Signal transduction"
"bioplanet_1254","MEK activation","Cancer"
"bioplanet_1254","MEK activation","Cardiovascular disease"
"bioplanet_1254","MEK activation","Cell death"
"bioplanet_1254","MEK activation","Cell proliferation"
"bioplanet_1254","MEK activation","Genetic disease"
"bioplanet_1254","MEK activation","Immune system"
"bioplanet_1254","MEK activation","Protein modification"
"bioplanet_1254","MEK activation","Signal transduction"
"bioplanet_1255","Activation of PKB","Digestive system"
"bioplanet_1255","Activation of PKB","Immune system"
"bioplanet_1255","Activation of PKB","Protein modification"
"bioplanet_1255","Activation of PKB","Signal transduction"
"bioplanet_1256","Activation of TRKA receptors","Genetic disease"
"bioplanet_1256","Activation of TRKA receptors","Nervous system"
"bioplanet_1256","Activation of TRKA receptors","Neurological disease"
"bioplanet_1256","Activation of TRKA receptors","Protein modification"
"bioplanet_1256","Activation of TRKA receptors","Signal transduction"
"bioplanet_1257","Nucleotide-like (purinergic) G-protein coupled receptors","G-protein coupled receptor"
"bioplanet_1257","Nucleotide-like (purinergic) G-protein coupled receptors","Immune disease"
"bioplanet_1257","Nucleotide-like (purinergic) G-protein coupled receptors","Infectious disease"
"bioplanet_1257","Nucleotide-like (purinergic) G-protein coupled receptors","Nervous system"
"bioplanet_1257","Nucleotide-like (purinergic) G-protein coupled receptors","Signal transduction"
"bioplanet_1258","Opsins","Chronology"
"bioplanet_1258","Opsins","G-protein coupled receptor"
"bioplanet_1258","Opsins","Nervous system"
"bioplanet_1258","Opsins","Neurological disease"
"bioplanet_1258","Opsins","Sensory system"
"bioplanet_1258","Opsins","Signal transduction"
"bioplanet_1259","Binding of orexin and neuropeptides FF and QRFP to their receptors","Chronology"
"bioplanet_1259","Binding of orexin and neuropeptides FF and QRFP to their receptors","Nervous system"
"bioplanet_1259","Binding of orexin and neuropeptides FF and QRFP to their receptors","Neurological disease"
"bioplanet_1259","Binding of orexin and neuropeptides FF and QRFP to their receptors","Signal transduction"
"bioplanet_126","","CellSignaling"
"bioplanet_126","","CytokinesChemokines"
"bioplanet_126","","Hematopoiesis"
"bioplanet_126","","Immunology"
"bioplanet_1260","Peptide G-protein coupled receptors","Cardiovascular disease"
"bioplanet_1260","Peptide G-protein coupled receptors","Circulatory system"
"bioplanet_1260","Peptide G-protein coupled receptors","Digestive system"
"bioplanet_1260","Peptide G-protein coupled receptors","Endocrine system"
"bioplanet_1260","Peptide G-protein coupled receptors","G-protein coupled receptor"
"bioplanet_1260","Peptide G-protein coupled receptors","Immune system"
"bioplanet_1260","Peptide G-protein coupled receptors","Infectious disease"
"bioplanet_1260","Peptide G-protein coupled receptors","Nervous system"
"bioplanet_1260","Peptide G-protein coupled receptors","Signal transduction"
"bioplanet_1261","Pre-NOTCH expression and processing","Cancer"
"bioplanet_1261","Pre-NOTCH expression and processing","Protein modification"
"bioplanet_1261","Pre-NOTCH expression and processing","Signal transduction"
"bioplanet_1261","Pre-NOTCH expression and processing","Stress response"
"bioplanet_1262","Pre-NOTCH processing in Golgi","Protein folding, sorting and degradation"
"bioplanet_1262","Pre-NOTCH processing in Golgi","Protein modification"
"bioplanet_1262","Pre-NOTCH processing in Golgi","Signal transduction"
"bioplanet_1262","Pre-NOTCH processing in Golgi","Stress response"
"bioplanet_1262","Pre-NOTCH processing in Golgi","Transport"
"bioplanet_1263","Pre-NOTCH Processing in the endoplasmic reticulum","Circulatory system"
"bioplanet_1263","Pre-NOTCH Processing in the endoplasmic reticulum","Protein folding, sorting and degradation"
"bioplanet_1263","Pre-NOTCH Processing in the endoplasmic reticulum","Protein modification"
"bioplanet_1263","Pre-NOTCH Processing in the endoplasmic reticulum","Signal transduction"
"bioplanet_1263","Pre-NOTCH Processing in the endoplasmic reticulum","Transcription"
"bioplanet_1263","Pre-NOTCH Processing in the endoplasmic reticulum","Transcriptional regulation"
"bioplanet_1264","Prostanoid ligand receptors","Immune disease"
"bioplanet_1264","Prostanoid ligand receptors","Immune system"
"bioplanet_1264","Prostanoid ligand receptors","Nervous system"
"bioplanet_1264","Prostanoid ligand receptors","Signal transduction"
"bioplanet_1265","Adenosine P1 receptors","Cardiovascular disease"
"bioplanet_1265","Adenosine P1 receptors","G-protein coupled receptor"
"bioplanet_1265","Adenosine P1 receptors","Nervous system"
"bioplanet_1265","Adenosine P1 receptors","Signal transduction"
"bioplanet_1266","Adenylate cyclase inhibitory pathway","Nervous system"
"bioplanet_1266","Adenylate cyclase inhibitory pathway","Neurological disease"
"bioplanet_1266","Adenylate cyclase inhibitory pathway","Signal transduction"
"bioplanet_1266","Adenylate cyclase inhibitory pathway","Small molecule metabolism"
"bioplanet_1266","Adenylate cyclase inhibitory pathway","Substance dependence"
"bioplanet_1266","Adenylate cyclase inhibitory pathway","Transport"
"bioplanet_1267","Rheb GTPase activity by AMPK regulation","Carbohydrate metabolism"
"bioplanet_1267","Rheb GTPase activity by AMPK regulation","Endocrine and metabolic disease"
"bioplanet_1267","Rheb GTPase activity by AMPK regulation","Energy metabolism"
"bioplanet_1267","Rheb GTPase activity by AMPK regulation","Lipid metabolism"
"bioplanet_1267","Rheb GTPase activity by AMPK regulation","Signal transduction"
"bioplanet_1268","Relaxin receptors","Circulatory system"
"bioplanet_1268","Relaxin receptors","G-protein coupled receptor"
"bioplanet_1268","Relaxin receptors","Reproduction"
"bioplanet_1268","Relaxin receptors","Signal transduction"
"bioplanet_1269","SHC activation","Cell proliferation"
"bioplanet_1269","SHC activation","Endocrine and metabolic disease"
"bioplanet_1269","SHC activation","Endocrine system"
"bioplanet_1269","SHC activation","Signal transduction"
"bioplanet_127","","CellSignaling"
"bioplanet_127","","CytokinesChemokines"
"bioplanet_127","","Hematopoiesis"
"bioplanet_127","","Immunology"
"bioplanet_1270","Amine ligand-binding G-protein coupled receptors","Cardiovascular disease"
"bioplanet_1270","Amine ligand-binding G-protein coupled receptors","Cell proliferation"
"bioplanet_1270","Amine ligand-binding G-protein coupled receptors","Chronology"
"bioplanet_1270","Amine ligand-binding G-protein coupled receptors","G-protein coupled receptor"
"bioplanet_1270","Amine ligand-binding G-protein coupled receptors","Nervous system"
"bioplanet_1270","Amine ligand-binding G-protein coupled receptors","Neurological disease"
"bioplanet_1270","Amine ligand-binding G-protein coupled receptors","Signal transduction:GPCRs"
"bioplanet_1270","Amine ligand-binding G-protein coupled receptors","Substance dependence"
"bioplanet_1271","VEGF, hypoxia, and angiogenesis","Cancer"
"bioplanet_1271","VEGF, hypoxia, and angiogenesis","Cell differentiation"
"bioplanet_1271","VEGF, hypoxia, and angiogenesis","Cell proliferation"
"bioplanet_1271","VEGF, hypoxia, and angiogenesis","CellSignaling"
"bioplanet_1271","VEGF, hypoxia, and angiogenesis","Circulatory system"
"bioplanet_1271","VEGF, hypoxia, and angiogenesis","Stress response"
"bioplanet_1271","VEGF, hypoxia, and angiogenesis","Translation"
"bioplanet_1272","Trefoil factor initiation of mucosal healing","Adhesion"
"bioplanet_1272","Trefoil factor initiation of mucosal healing","Apoptosis"
"bioplanet_1272","Trefoil factor initiation of mucosal healing","Cancer"
"bioplanet_1272","Trefoil factor initiation of mucosal healing","Cell death"
"bioplanet_1272","Trefoil factor initiation of mucosal healing","Cell proliferation"
"bioplanet_1272","Trefoil factor initiation of mucosal healing","CellSignaling"
"bioplanet_1272","Trefoil factor initiation of mucosal healing","Digestive system"
"bioplanet_1272","Trefoil factor initiation of mucosal healing","Stress response"
"bioplanet_1273","","CellCycleRegulation"
"bioplanet_1275","Bone remodeling","Cell differentiation"
"bioplanet_1275","Bone remodeling","CellSignaling"
"bioplanet_1275","Bone remodeling","DevelopmentalBiology"
"bioplanet_1275","Bone remodeling","Immune disease"
"bioplanet_1275","Bone remodeling","Immune system"
"bioplanet_1275","Bone remodeling","Musculoskeletal system"
"bioplanet_1276","Proteasome complex","Cell death"
"bioplanet_1276","Proteasome complex","DNA replication"
"bioplanet_1276","Proteasome complex","Immune system"
"bioplanet_1276","Proteasome complex","Metabolism"
"bioplanet_1276","Proteasome complex","Nucleic acid metabolism"
"bioplanet_1276","Proteasome complex","Protein folding, sorting and degradation"
"bioplanet_1276","Proteasome complex","Translation"
"bioplanet_1277","Mechanism of gene regulation by peroxisome proliferators via PPAR-alpha","Cancer"
"bioplanet_1277","Mechanism of gene regulation by peroxisome proliferators via PPAR-alpha","CellSignaling"
"bioplanet_1277","Mechanism of gene regulation by peroxisome proliferators via PPAR-alpha","Circulatory system"
"bioplanet_1277","Mechanism of gene regulation by peroxisome proliferators via PPAR-alpha","Lipid metabolism"
"bioplanet_1277","Mechanism of gene regulation by peroxisome proliferators via PPAR-alpha","Small molecule metabolism"
"bioplanet_1277","Mechanism of gene regulation by peroxisome proliferators via PPAR-alpha","Stress response"
"bioplanet_1277","Mechanism of gene regulation by peroxisome proliferators via PPAR-alpha","Transport"
"bioplanet_1277","Mechanism of gene regulation by peroxisome proliferators via PPAR-alpha","expression"
"bioplanet_1278","Interferon-beta enhancer pathway","Cancer"
"bioplanet_1278","Interferon-beta enhancer pathway","Cell proliferation"
"bioplanet_1278","Interferon-beta enhancer pathway","Immune system"
"bioplanet_1278","Interferon-beta enhancer pathway","Infectious disease"
"bioplanet_1278","Interferon-beta enhancer pathway","Lipid metabolism"
"bioplanet_1278","Interferon-beta enhancer pathway","expression"
"bioplanet_1279","","CellSignaling"
"bioplanet_1279","","Neuroscience"
"bioplanet_128","Interleukin-17 signaling pathway","Cell differentiation"
"bioplanet_128","Interleukin-17 signaling pathway","CellSignaling"
"bioplanet_128","Interleukin-17 signaling pathway","CytokinesChemokines"
"bioplanet_128","Interleukin-17 signaling pathway","Hematopoiesis"
"bioplanet_128","Interleukin-17 signaling pathway","Immune disease"
"bioplanet_128","Interleukin-17 signaling pathway","Immune system"
"bioplanet_128","Interleukin-17 signaling pathway","Immunology"
"bioplanet_128","Interleukin-17 signaling pathway","Infectious disease"
"bioplanet_1280","","CellActivation"
"bioplanet_1280","","CellSignaling"
"bioplanet_1280","","CytokinesChemokines"
"bioplanet_1280","","Immunology"
"bioplanet_1281","","CellSignaling"
"bioplanet_1281","","expression"
"bioplanet_1282","","CellSignaling"
"bioplanet_1283","Hypoxia-inducible factor in the cardivascular system","Cardiovascular disease"
"bioplanet_1283","Hypoxia-inducible factor in the cardivascular system","CellSignaling"
"bioplanet_1283","Hypoxia-inducible factor in the cardivascular system","Circulatory system"
"bioplanet_1283","Hypoxia-inducible factor in the cardivascular system","CytokinesChemokines"
"bioplanet_1283","Hypoxia-inducible factor in the cardivascular system","Stress response"
"bioplanet_1283","Hypoxia-inducible factor in the cardivascular system","expression"
"bioplanet_1284","","CellSignaling"
"bioplanet_1284","","DevelopmentalBiology"
"bioplanet_1285","","Neuroscience"
"bioplanet_1286","ERK5 role in neuronal survival pathway","Cell proliferation"
"bioplanet_1286","ERK5 role in neuronal survival pathway","CellSignaling"
"bioplanet_1286","ERK5 role in neuronal survival pathway","Chronology"
"bioplanet_1286","ERK5 role in neuronal survival pathway","Nervous system"
"bioplanet_1286","ERK5 role in neuronal survival pathway","Neurological disease"
"bioplanet_1286","ERK5 role in neuronal survival pathway","Neuroscience"
"bioplanet_1287","eIF4E and p70 S6 kinase regulation","Cancer"
"bioplanet_1287","eIF4E and p70 S6 kinase regulation","CellSignaling"
"bioplanet_1287","eIF4E and p70 S6 kinase regulation","Endocrine system"
"bioplanet_1287","eIF4E and p70 S6 kinase regulation","Immune system"
"bioplanet_1287","eIF4E and p70 S6 kinase regulation","Protein modification"
"bioplanet_1287","eIF4E and p70 S6 kinase regulation","Stress response"
"bioplanet_1287","eIF4E and p70 S6 kinase regulation","Transcription"
"bioplanet_1287","eIF4E and p70 S6 kinase regulation","Translation"
"bioplanet_1287","eIF4E and p70 S6 kinase regulation","expression"
"bioplanet_1289","BRCA1-dependent ubiquitin ligase activity","Cancer"
"bioplanet_1289","BRCA1-dependent ubiquitin ligase activity","DNA repair"
"bioplanet_1289","BRCA1-dependent ubiquitin ligase activity","DNA replication"
"bioplanet_1289","BRCA1-dependent ubiquitin ligase activity","DevelopmentalBiology"
"bioplanet_1289","BRCA1-dependent ubiquitin ligase activity","Endocrine and metabolic disease"
"bioplanet_1289","BRCA1-dependent ubiquitin ligase activity","Genetic disease"
"bioplanet_1289","BRCA1-dependent ubiquitin ligase activity","Protein modification"
"bioplanet_129","AHR signal transduction pathway","Cancer"
"bioplanet_129","AHR signal transduction pathway","CellSignaling"
"bioplanet_129","AHR signal transduction pathway","CytokinesChemokines"
"bioplanet_129","AHR signal transduction pathway","Hepatotoxicity"
"bioplanet_129","AHR signal transduction pathway","Immunology"
"bioplanet_129","AHR signal transduction pathway","Stress response"
"bioplanet_129","AHR signal transduction pathway","Transcription"
"bioplanet_1290","","CellActivation"
"bioplanet_1290","","CellSignaling"
"bioplanet_1290","","Immunology"
"bioplanet_1291","SMAD2/3 nuclear pathway","Cancer"
"bioplanet_1291","SMAD2/3 nuclear pathway","Immune system"
"bioplanet_1291","SMAD2/3 nuclear pathway","Nervous system"
"bioplanet_1291","SMAD2/3 nuclear pathway","Signal transduction"
"bioplanet_1291","SMAD2/3 nuclear pathway","Stress response"
"bioplanet_1291","SMAD2/3 nuclear pathway","Transcription"
"bioplanet_1292","Endothelins","Cardiovascular disease"
"bioplanet_1292","Endothelins","Cell proliferation"
"bioplanet_1292","Endothelins","Circulatory system"
"bioplanet_1292","Endothelins","Endocrine system"
"bioplanet_1292","Endothelins","Immune system"
"bioplanet_1292","Endothelins","Nervous system"
"bioplanet_1292","Endothelins","Signal transduction"
"bioplanet_1292","Endothelins","Stress response"
"bioplanet_1293","","Signal transduction"
"bioplanet_1294","LPA receptor mediated events","Cardiovascular disease"
"bioplanet_1294","LPA receptor mediated events","Circulatory system"
"bioplanet_1294","LPA receptor mediated events","Infectious disease"
"bioplanet_1294","LPA receptor mediated events","Lipid metabolism"
"bioplanet_1294","LPA receptor mediated events","Nervous system"
"bioplanet_1294","LPA receptor mediated events","Signal transduction"
"bioplanet_1294","LPA receptor mediated events","Stress response"
"bioplanet_1294","LPA receptor mediated events","Transport"
"bioplanet_1295","Beta-1 integrin cell surface interactions","Cardiovascular disease"
"bioplanet_1295","Beta-1 integrin cell surface interactions","Cell proliferation"
"bioplanet_1295","Beta-1 integrin cell surface interactions","Circulatory system"
"bioplanet_1295","Beta-1 integrin cell surface interactions","Nervous system"
"bioplanet_1295","Beta-1 integrin cell surface interactions","Signal transduction"
"bioplanet_1296","p73 transcription factor network","Cancer"
"bioplanet_1296","p73 transcription factor network","Cell division"
"bioplanet_1296","p73 transcription factor network","Nervous system"
"bioplanet_1296","p73 transcription factor network","Signal transduction"
"bioplanet_1296","p73 transcription factor network","Transcription"
"bioplanet_1296","p73 transcription factor network","Transcriptional regulation"
"bioplanet_1297","Atypical NF-kappaB pathway","Cancer"
"bioplanet_1297","Atypical NF-kappaB pathway","Circulatory system"
"bioplanet_1297","Atypical NF-kappaB pathway","Immune system"
"bioplanet_1297","Atypical NF-kappaB pathway","Infectious disease"
"bioplanet_1297","Atypical NF-kappaB pathway","Signal transduction"
"bioplanet_1297","Atypical NF-kappaB pathway","Stress response"
"bioplanet_1298","","Signal transduction"
"bioplanet_1299","E2F transcription factor network","Cancer"
"bioplanet_1299","E2F transcription factor network","Cell division"
"bioplanet_1299","E2F transcription factor network","DNA repair"
"bioplanet_1299","E2F transcription factor network","DNA replication"
"bioplanet_1299","E2F transcription factor network","Signal transduction"
"bioplanet_1299","E2F transcription factor network","Stress response"
"bioplanet_1299","E2F transcription factor network","Transcription"
"bioplanet_1299","E2F transcription factor network","Transcriptional regulation"
"bioplanet_13","Opposing roles of AIF in apoptosis and cell survival","Apoptosis"
"bioplanet_13","Opposing roles of AIF in apoptosis and cell survival","Cell death"
"bioplanet_13","Opposing roles of AIF in apoptosis and cell survival","Musculoskeletal system"
"bioplanet_13","Opposing roles of AIF in apoptosis and cell survival","Neurological disease"
"bioplanet_130","Anthrax toxin mechanism of action","Cardiovascular disease"
"bioplanet_130","Anthrax toxin mechanism of action","Cell death"
"bioplanet_130","Anthrax toxin mechanism of action","CellSignaling"
"bioplanet_130","Anthrax toxin mechanism of action","CytokinesChemokines"
"bioplanet_130","Anthrax toxin mechanism of action","Immune system"
"bioplanet_130","Anthrax toxin mechanism of action","Immunology"
"bioplanet_130","Anthrax toxin mechanism of action","Infectious disease"
"bioplanet_130","Anthrax toxin mechanism of action","Sepsis"
"bioplanet_1300","HIF-2-alpha transcription factor network","Cancer"
"bioplanet_1300","HIF-2-alpha transcription factor network","Cell differentiation"
"bioplanet_1300","HIF-2-alpha transcription factor network","Chronology"
"bioplanet_1300","HIF-2-alpha transcription factor network","Nervous system"
"bioplanet_1300","HIF-2-alpha transcription factor network","Signal transduction"
"bioplanet_1300","HIF-2-alpha transcription factor network","Stress response"
"bioplanet_1300","HIF-2-alpha transcription factor network","Transcription"
"bioplanet_1301","Integrin family cell surface interactions","Cancer"
"bioplanet_1301","Integrin family cell surface interactions","Cardiovascular disease"
"bioplanet_1301","Integrin family cell surface interactions","Circulatory system"
"bioplanet_1301","Integrin family cell surface interactions","Nervous system"
"bioplanet_1301","Integrin family cell surface interactions","Signal transduction"
"bioplanet_1302","Alpha-E beta-7 integrin cell surface interactions","Cell division"
"bioplanet_1302","Alpha-E beta-7 integrin cell surface interactions","Cell motility"
"bioplanet_1302","Alpha-E beta-7 integrin cell surface interactions","Immune system"
"bioplanet_1302","Alpha-E beta-7 integrin cell surface interactions","Signal transduction"
"bioplanet_1303","Beta-3 integrin cell surface interactions","Cancer"
"bioplanet_1303","Beta-3 integrin cell surface interactions","Cardiovascular disease"
"bioplanet_1303","Beta-3 integrin cell surface interactions","Circulatory system"
"bioplanet_1303","Beta-3 integrin cell surface interactions","Immune system"
"bioplanet_1303","Beta-3 integrin cell surface interactions","Infectious disease"
"bioplanet_1303","Beta-3 integrin cell surface interactions","Nervous system"
"bioplanet_1303","Beta-3 integrin cell surface interactions","Signal transduction"
"bioplanet_1304","S1P/S1P3 pathway","Cardiovascular disease"
"bioplanet_1304","S1P/S1P3 pathway","Cell differentiation"
"bioplanet_1304","S1P/S1P3 pathway","Cell proliferation"
"bioplanet_1304","S1P/S1P3 pathway","Circulatory system"
"bioplanet_1304","S1P/S1P3 pathway","RNA processing"
"bioplanet_1304","S1P/S1P3 pathway","Signal transduction"
"bioplanet_1304","S1P/S1P3 pathway","Stress response"
"bioplanet_1305","Androgen receptor proteolysis and transcription regulation","Cancer"
"bioplanet_1305","Androgen receptor proteolysis and transcription regulation","Cell proliferation"
"bioplanet_1305","Androgen receptor proteolysis and transcription regulation","Circulatory system"
"bioplanet_1305","Androgen receptor proteolysis and transcription regulation","Endocrine system"
"bioplanet_1305","Androgen receptor proteolysis and transcription regulation","Reproduction"
"bioplanet_1305","Androgen receptor proteolysis and transcription regulation","Signal transduction:NR"
"bioplanet_1305","Androgen receptor proteolysis and transcription regulation","Stress response"
"bioplanet_1305","Androgen receptor proteolysis and transcription regulation","Transcription"
"bioplanet_1305","Androgen receptor proteolysis and transcription regulation","Transcriptional regulation"
"bioplanet_1306","Regulation of NFAT transcription factors","Cancer"
"bioplanet_1306","Regulation of NFAT transcription factors","Immune disease"
"bioplanet_1306","Regulation of NFAT transcription factors","Immune system"
"bioplanet_1306","Regulation of NFAT transcription factors","Signal transduction"
"bioplanet_1306","Regulation of NFAT transcription factors","Stress response"
"bioplanet_1306","Regulation of NFAT transcription factors","Transcription"
"bioplanet_1306","Regulation of NFAT transcription factors","Transcriptional regulation"
"bioplanet_1306","Regulation of NFAT transcription factors","Translation"
"bioplanet_1307","","Signal transduction"
"bioplanet_1308","Ephrin receptor B forward pathway","Cell differentiation"
"bioplanet_1308","Ephrin receptor B forward pathway","Cell motility"
"bioplanet_1308","Ephrin receptor B forward pathway","Circulatory system"
"bioplanet_1308","Ephrin receptor B forward pathway","Nervous system"
"bioplanet_1308","Ephrin receptor B forward pathway","Sensory system"
"bioplanet_1308","Ephrin receptor B forward pathway","Signal transduction"
"bioplanet_1309","Alpha-V beta-3 integrin/OPN pathway","Cancer"
"bioplanet_1309","Alpha-V beta-3 integrin/OPN pathway","Cardiovascular disease"
"bioplanet_1309","Alpha-V beta-3 integrin/OPN pathway","Cell proliferation"
"bioplanet_1309","Alpha-V beta-3 integrin/OPN pathway","Circulatory system"
"bioplanet_1309","Alpha-V beta-3 integrin/OPN pathway","Immune system"
"bioplanet_1309","Alpha-V beta-3 integrin/OPN pathway","Infectious disease"
"bioplanet_1309","Alpha-V beta-3 integrin/OPN pathway","Nervous system"
"bioplanet_1309","Alpha-V beta-3 integrin/OPN pathway","Signal transduction"
"bioplanet_1309","Alpha-V beta-3 integrin/OPN pathway","Stress response"
"bioplanet_1309","Alpha-V beta-3 integrin/OPN pathway","Transcription"
"bioplanet_131","","CellSignaling"
"bioplanet_131","","CytokinesChemokines"
"bioplanet_131","","Immunology"
"bioplanet_1310","S1P/S1P4 pathway","Circulatory system"
"bioplanet_1310","S1P/S1P4 pathway","Immune system"
"bioplanet_1310","S1P/S1P4 pathway","Infectious disease"
"bioplanet_1310","S1P/S1P4 pathway","Nervous system"
"bioplanet_1310","S1P/S1P4 pathway","Signal transduction"
"bioplanet_1311","FRA pathway","Cancer"
"bioplanet_1311","FRA pathway","Cell differentiation"
"bioplanet_1311","FRA pathway","Circulatory system"
"bioplanet_1311","FRA pathway","Signal transduction:TF"
"bioplanet_1311","FRA pathway","Stress response"
"bioplanet_1312","Myc active pathway","Signal transduction"
"bioplanet_1312","Myc active pathway","Stress response"
"bioplanet_1312","Myc active pathway","Transport"
"bioplanet_1313","Arf6 integrin-mediated signaling pathway","Cardiovascular disease"
"bioplanet_1313","Arf6 integrin-mediated signaling pathway","Circulatory system"
"bioplanet_1313","Arf6 integrin-mediated signaling pathway","Infectious disease"
"bioplanet_1313","Arf6 integrin-mediated signaling pathway","Signal transduction"
"bioplanet_1313","Arf6 integrin-mediated signaling pathway","Transport"
"bioplanet_1314","RhoA activity regulation","Nervous system"
"bioplanet_1314","RhoA activity regulation","Signal transduction"
